row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_quarter,order_week,order_dow,shipping_days,profit_margin_pct,discounted_revenue,cogs,customer_ltv,customer_order_rank,is_repeat_customer,sales_growth_pct,revenue_per_unit,is_high_value_order,is_loss_order
5628,CA-2017-148810,2017-06-26,2017-07-01,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10004689,Office Supplies,Labels,Avery 512,13.872,6,0.2,4.6818,2017,6,2,26,Monday,5,33.75,11.1,9.19,6528.03,10,1,19.7,2.31,0,0
5629,CA-2017-148810,2017-06-26,2017-07-01,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,273.552,3,0.2,-13.6776,2017,6,2,26,Monday,5,-5.0,218.84,287.23,6528.03,11,1,19.7,91.18,1,1
5733,CA-2017-143574,2017-06-29,2017-07-02,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0.0,185.2578,2017,6,2,26,Thursday,3,29.0,638.82,453.56,6528.03,12,1,19.7,70.98,1,0
5734,CA-2017-143574,2017-06-29,2017-07-02,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3,0.0,7.9794,2017,6,2,26,Thursday,3,26.0,30.69,22.71,6528.03,13,1,19.7,10.23,0,0
5735,CA-2017-143574,2017-06-29,2017-07-02,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544,2017,6,2,26,Thursday,3,34.0,25.16,16.61,6528.03,14,1,19.7,12.58,0,0
3748,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0.0,99.23,2017,8,3,34,Sunday,2,50.0,198.46,99.23,6528.03,15,1,39.45,99.23,0,0
3749,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,4,0.0,96.576,2017,8,3,34,Sunday,2,30.0,321.92,225.34,6528.03,16,1,39.45,80.48,1,0
3750,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994,2017,8,3,34,Sunday,2,37.5,703.99,549.99,6528.03,17,1,39.45,439.99,1,0
3751,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0.0,8.236,2017,8,3,34,Sunday,2,29.0,28.4,20.16,6528.03,18,1,39.45,5.68,0,0
3752,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,2017,8,3,34,Sunday,2,10.0,184.22,207.25,6528.03,19,1,39.45,76.76,1,0
3753,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0.0,56.9772,2017,8,3,34,Sunday,2,49.0,116.28,59.3,6528.03,20,1,39.45,38.76,0,0
3754,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,2017,8,3,34,Sunday,2,35.0,673.25,547.02,6528.03,21,1,39.45,420.78,1,0
3755,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0.0,17.745,2017,8,3,34,Sunday,2,5.0,354.9,337.16,6528.03,22,1,39.45,70.98,1,0
2570,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,164.388,2,0.4,-35.6174,2017,12,4,52,Wednesday,0,-21.67,98.63,200.01,6528.03,23,1,-29.23,82.19,0,1
2571,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,13.248,4,0.2,3.6432,2017,12,4,52,Wednesday,0,27.5,10.6,9.6,6528.03,24,1,-29.23,3.31,0,0
8464,CA-2014-100881,2014-03-28,2014-04-01,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782,2014,3,1,13,Friday,4,7.5,241.9,279.7,8350.87,1,0,1132.13,100.79,1,0
7002,CA-2015-104871,2015-03-30,2015-04-03,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,2015,3,1,14,Monday,4,-30.0,256.72,476.77,8350.87,2,1,224.03,91.69,1,1
2816,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5,0.0,51.57,2015,9,3,36,Tuesday,7,45.0,114.6,63.03,8350.87,3,1,75.06,22.92,0,0
2817,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1,0.0,15.185,2015,9,3,36,Tuesday,7,25.0,60.74,45.56,8350.87,4,1,75.06,60.74,0,0
2818,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0.0,27.3592,2015,9,3,36,Tuesday,7,22.0,124.36,97.0,8350.87,5,1,75.06,62.18,0,0
2819,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,6,0.0,315.7404,2015,9,3,36,Tuesday,7,29.0,1088.76,773.02,8350.87,6,1,75.06,181.46,1,0
3191,US-2015-163783,2015-12-27,2016-01-01,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168,2015,12,4,52,Sunday,5,-25.0,10.14,15.84,8350.87,7,1,-1.39,4.22,0,1
7666,US-2016-140158,2016-10-04,2016-10-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,1,0.0,13.984,2016,10,4,40,Tuesday,4,46.0,30.4,16.42,8350.87,8,1,-18.69,30.4,0,0
7667,US-2016-140158,2016-10-04,2016-10-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,9,0.0,2591.9568,2016,10,4,40,Tuesday,4,48.0,5399.91,2807.95,8350.87,9,1,-18.69,599.99,1,0
7668,US-2016-140158,2016-10-04,2016-10-08,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,119.1,3,0.0,34.539,2016,10,4,40,Tuesday,4,29.0,119.1,84.56,8350.87,10,1,-18.69,39.7,0,0
7879,CA-2016-160241,2016-11-29,2016-12-04,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",242.176,4,0.6,-302.72,2016,11,4,48,Tuesday,5,-125.0,96.87,544.9,8350.87,11,1,33.05,60.54,1,1
6693,CA-2017-160899,2017-08-11,2017-08-13,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,477.51,11,0.0,219.6546,2017,8,3,32,Friday,2,46.0,477.51,257.86,8350.87,12,1,39.45,43.41,1,0
6415,CA-2017-142671,2017-11-10,2017-11-14,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,0.7,-7.68,2017,11,4,45,Friday,4,-66.67,3.46,19.2,8350.87,13,1,52.29,2.3,0,1
9243,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,14.304,6,0.2,4.6488,2014,7,3,28,Wednesday,5,32.5,11.44,9.66,1762.21,1,0,-1.88,2.38,0,0
9244,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,0.15,7.049,2014,7,3,28,Wednesday,5,5.88,101.86,112.78,1762.21,2,1,-1.88,119.83,0,0
9245,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0.0,2.224,2014,7,3,28,Wednesday,5,40.0,5.56,3.34,1762.21,3,1,-1.88,2.78,0,0
9246,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,32.4,5,0.0,15.552,2014,7,3,28,Wednesday,5,48.0,32.4,16.85,1762.21,4,1,-1.88,6.48,0,0
733,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176,2017,1,1,3,Saturday,4,4.0,242.94,233.22,1762.21,5,1,-54.67,80.98,1,0
734,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0.0,86.3856,2017,1,1,3,Saturday,4,48.0,179.97,93.58,1762.21,6,1,-54.67,59.99,0,0
735,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,0.2,33.6474,2017,1,1,3,Saturday,4,33.75,79.76,66.05,1762.21,7,1,-54.67,16.62,0,0
736,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284,2017,1,1,3,Saturday,4,33.75,22.35,18.51,1762.21,8,1,-54.67,6.98,0,0
737,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0.0,18.6956,2017,1,1,3,Saturday,4,22.0,84.98,66.28,1762.21,9,1,-54.67,84.98,0,0
738,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552,2017,1,1,3,Saturday,4,35.0,14.98,12.17,1762.21,10,1,-54.67,3.74,0,0
6366,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,0.0,11.1294,2017,4,2,14,Tuesday,1,27.0,41.22,30.09,1762.21,11,1,-37.96,41.22,0,0
6367,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0.0,7.2111,2017,4,2,14,Tuesday,1,3.0,240.37,233.16,1762.21,12,1,-37.96,240.37,1,0
6368,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,0.0,33.3256,2017,4,2,14,Tuesday,1,28.0,119.02,85.69,1762.21,13,1,-37.96,59.51,0,0
4460,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776,2017,9,3,39,Thursday,3,10.0,26.22,29.5,1762.21,14,1,39.2,32.78,0,0
4461,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,0.2,-29.4368,2017,9,3,39,Thursday,3,-20.0,117.75,176.62,1762.21,15,1,39.2,73.59,0,1
4462,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596,2017,9,3,39,Thursday,3,2.5,43.51,53.02,1762.21,16,1,39.2,27.19,0,0
4463,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4,0.7,-58.8616,2017,9,3,39,Thursday,3,-76.67,23.03,135.64,1762.21,17,1,39.2,19.19,0,1
4464,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,14.352,3,0.2,5.2026,2017,9,3,39,Thursday,3,36.25,11.48,9.15,1762.21,18,1,39.2,4.78,0,0
4465,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.792,2,0.2,26.224,2017,9,3,39,Thursday,3,12.5,167.83,183.57,1762.21,19,1,39.2,104.9,0,0
8921,CA-2014-132983,2014-04-28,2014-05-03,Standard Class,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0.0,57.5928,2014,4,2,18,Monday,5,36.0,159.98,102.39,2881.81,1,0,-49.19,79.99,0,0
226,CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.968,2015,8,3,32,Sunday,7,44.0,2.2,1.23,2881.81,2,1,28.27,2.2,0,0
227,CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939,2015,8,3,32,Sunday,7,22.0,622.45,485.51,2881.81,3,1,28.27,124.49,1,0
228,CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0.0,0.2198,2015,8,3,32,Sunday,7,1.0,21.98,21.76,2881.81,4,1,28.27,21.98,0,0
4634,CA-2015-130456,2015-08-21,2015-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494,2015,8,3,34,Friday,5,5.88,498.44,551.9,2881.81,5,1,28.27,97.73,1,0
4635,CA-2015-130456,2015-08-21,2015-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0.0,3.2392,2015,8,3,34,Friday,5,4.0,80.98,77.74,2881.81,6,1,28.27,80.98,0,0
4617,CA-2015-159863,2015-09-04,2015-09-07,Second Class,DS-13180,David Smith,Corporate,United States,Houston,Texas,77095,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,3,0.2,6.7188,2015,9,3,36,Friday,3,5.0,107.5,127.66,2881.81,7,1,75.06,44.79,0,0
8545,CA-2016-119074,2016-03-27,2016-03-31,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,0.0,8.7032,2016,3,1,12,Sunday,4,43.0,20.24,11.54,2881.81,8,1,125.06,20.24,0,0
8546,CA-2016-119074,2016-03-27,2016-03-31,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0.0,11.1776,2016,3,1,12,Sunday,4,28.0,39.92,28.74,2881.81,9,1,125.06,9.98,0,0
8547,CA-2016-119074,2016-03-27,2016-03-31,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,0.0,15.9446,2016,3,1,12,Sunday,4,49.0,32.54,16.6,2881.81,10,1,125.06,16.27,0,0
7364,CA-2016-127243,2016-11-28,2016-12-04,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,3,0.4,-73.7061,2016,11,4,48,Monday,6,-21.67,204.11,413.89,2881.81,11,1,33.05,113.39,1,1
7365,CA-2016-127243,2016-11-28,2016-12-04,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.672,8,0.2,2.6928,2016,11,4,48,Monday,6,21.25,10.14,9.98,2881.81,12,1,33.05,1.58,0,0
7366,CA-2016-127243,2016-11-28,2016-12-04,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,2,0.7,-5.0512,2016,11,4,48,Monday,6,-73.33,2.07,11.94,2881.81,13,1,33.05,3.44,0,1
7367,CA-2016-127243,2016-11-28,2016-12-04,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292,2016,11,4,48,Monday,6,-23.75,26.04,40.27,2881.81,14,1,33.05,16.27,0,1
7368,CA-2016-127243,2016-11-28,2016-12-04,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,2016,11,4,48,Monday,6,-7.14,243.46,372.65,2881.81,15,1,33.05,49.69,1,1
7941,CA-2016-146325,2016-12-14,2016-12-17,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602,2016,12,4,50,Wednesday,3,-11.25,65.14,90.58,2881.81,16,1,22.15,40.71,0,1
7942,CA-2016-146325,2016-12-14,2016-12-17,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.8,10,0.0,35.048,2016,12,4,50,Wednesday,3,26.0,134.8,99.75,2881.81,17,1,22.15,13.48,0,0
469,CA-2017-154907,2017-03-31,2017-04-04,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352,2017,3,1,13,Friday,4,-17.65,139.63,241.57,2881.81,18,1,190.0,102.67,0,1
3897,CA-2017-134285,2017-12-07,2017-12-12,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,3.552,3,0.2,1.2432,2017,12,4,49,Thursday,5,35.0,2.84,2.31,2881.81,19,1,-29.23,1.18,0,0
3898,CA-2017-134285,2017-12-07,2017-12-12,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,15.552,3,0.2,5.4432,2017,12,4,49,Thursday,5,35.0,12.44,10.11,2881.81,20,1,-29.23,5.18,0,0
3,CA-2016-138688,2016-06-12,2016-06-16,Second Class,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714,2016,6,2,23,Sunday,4,47.0,14.62,7.75,1119.48,1,0,-29.2,7.31,0,0
5299,CA-2016-106656,2016-09-23,2016-09-26,First Class,DV-13045,Darrin Van Huff,Corporate,United States,San Diego,California,92037,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,4.08,2,0.0,1.9176,2016,9,3,38,Friday,3,47.0,4.08,2.16,1119.48,2,1,135.93,2.04,0,0
5300,CA-2016-106656,2016-09-23,2016-09-26,First Class,DV-13045,Darrin Van Huff,Corporate,United States,San Diego,California,92037,West,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,0.0,8.694,2016,9,3,38,Friday,3,46.0,18.9,10.21,1119.48,3,1,135.93,6.3,0,0
5618,CA-2017-125745,2017-06-30,2017-07-04,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Memphis,Tennessee,38109,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,2017,6,2,26,Friday,4,27.5,15.62,14.15,1119.48,4,1,19.7,9.76,0,0
2977,CA-2017-139773,2017-12-04,2017-12-04,Same Day,DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.552,7,0.3,-2.6936,2017,12,4,49,Monday,0,-1.43,131.99,191.25,1119.48,5,1,-29.23,26.94,0,1
7345,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420.0,2017,12,4,50,Monday,6,-58.18,397.03,1141.88,1119.48,6,1,-29.23,120.31,1,1
7346,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,73.568,4,0.2,-16.5528,2017,12,4,50,Monday,6,-22.5,58.85,90.12,1119.48,7,1,-29.23,18.39,0,1
7347,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584,1,0.2,1.3584,2017,12,4,50,Monday,6,10.0,10.87,12.23,1119.48,8,1,-29.23,13.58,0,0
7348,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",64.784,1,0.2,-12.147,2017,12,4,50,Monday,6,-18.75,51.83,76.93,1119.48,9,1,-29.23,64.78,0,1
2157,CA-2014-124646,2014-06-22,2014-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0,2014,6,2,25,Sunday,2,0.0,501.81,501.81,3341.59,1,0,46.29,167.27,1,0
2158,CA-2014-124646,2014-06-22,2014-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.7164,2014,6,2,25,Sunday,2,6.0,161.94,152.22,3341.59,2,1,46.29,53.98,0,0
